"Version",5
"Author","Adrian Orastean"
"Date",#2024-09-04 12:30:23#
"Product","2SP0215F2Q1C-GD1000HFA120C6S"
"Mandatory","CTQ","Fail Group","Test Number 1","Test Number 2","Test Name","Spec ID","Test Mode","Low Limit","Expected Value","Max Limit","Unit","Tolerance","BOM ID","MFG PN","Test Type","Test Point A","Test Point B","Test Point C","Test Point D","Voltage","Current","Frequency","Treshold Level CHA","Treshold Level CHB","Samples","Setup Delay","Range Delay","Error Text","Test Description"
1,0,6,"060","420","ICT - Protection Diode IC200_PIN25_PIN26","IC200_PIN25_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC200_PIN25_PIN26","Replace IC100"
1,0,7,"070","010","ICT - Transformer T100_PRI_L","T100_PRI_L","GELE",.000014,.000025,.000036,"Henry",.44,"ATV-TRF-0018","SIP1244Q-1","Inductance Measurement - LS","TP302","TP304","NA","NA",.2,10,50,"NA","NA",1,10,10,"Inductance Measurement - T100_PRI_L","Replace T100_PRI_L"
1,0,7,"070","020","ICT - Transformer T100_PRI_R","T100_PRI_R","GELE",2,4,5.4,"Ohm",.35,"ATV-TRF-0018","SIP1244Q-1","AC Resistance Measurement","TP302","TP304","NA","NA",.2,10,50,"NA","NA",1,10,10,"AC Resistance Measurement - T100_PRI_R","Replace T100_PRI_R"
1,0,7,"070","030","ICT - Transformer T100_SEC_L","T100_SEC_L","GELE",.00017,.00035,.00056,"Henry",.6,"ATV-TRF-0018","SIP1244Q-1","Inductance Measurement - LS","TP100","TP101","NA","NA",.2,10,50,"NA","NA",1,10,10,"Inductance Measurement - T100_SEC_L","Replace T100_SEC_L"
1,0,7,"070","040","ICT - Transformer T100_SEC_R","T100_SEC_R","GELE",2,6,8.4,"Ohm",.4,"ATV-TRF-0018","SIP1244Q-1","AC Resistance Measurement","TP100","TP101","NA","NA",.2,10,50,"NA","NA",1,10,10,"AC Resistance Measurement - T100_SEC_R","Replace T100_SEC_R"
1,0,7,"070","050","ICT - Transformer T200_PRI_L","T200_PRI_L","GELE",.000014,.000025,.000036,"Henry",.44,"ATV-TRF-0018","SIP1244Q-1","Inductance Measurement - LS","TP402","TP404","NA","NA",.2,10,50,"NA","NA",1,10,10,"Inductance Measurement - T200_PRI_L","Replace T200_PRI_L"
1,0,7,"070","060","ICT - Transformer T200_PRI_R","T200_PRI_R","GELE",2,4,5.4,"Ohm",.35,"ATV-TRF-0018","SIP1244Q-1","AC Resistance Measurement","TP402","TP404","NA","NA",.2,10,50,"NA","NA",1,10,10,"AC Resistance Measurement - T200_PRI_R","Replace T200_PRI_R"
1,0,7,"070","070","ICT - Transformer T200_SEC_L","T200_SEC_L","GELE",.00017,.00035,.00056,"Henry",.6,"ATV-TRF-0018","SIP1244Q-1","Inductance Measurement - LS","TP200","TP201","NA","NA",.2,10,50,"NA","NA",1,10,10,"Inductance Measurement - T200_SEC_L","Replace T200_SEC_L"
1,0,7,"070","080","ICT - Transformer T200_SEC_R","T200_SEC_R","GELE",2,6,8.4,"Ohm",.4,"ATV-TRF-0018","SIP1244Q-1","AC Resistance Measurement","TP200","TP201","NA","NA",.2,10,50,"NA","NA",1,10,10,"AC Resistance Measurement - T200_SEC_R","Replace T200_SEC_R"
1,0,9,"090","010","ICT - Galvanic Isolation VCC1 - VISO1","R_VCC1_VISO1","GELE",200000,1000000,50000000000,"Ohm",.3,"ATV-TRF-0018","SIP1244Q-1","Open Test","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","Isolation Test - R_VCC1_VISO1","Replace T100"
1,0,9,"090","020","ICT - Galvanic Isolation VCC2 - VISO2","R_VCC2_VISO2","GELE",200000,1000000,50000000000,"Ohm",.3,"ATV-TRF-0018","SIP1244Q-1","Open Test","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","Isolation Test - R_VCC2_VISO2","Replace T200"
1,0,9,"090","030","ICT - Galvanic Isolation VCC1 - COM1","R_VCC1_COM1","GELE",200000,1000000,50000000000,"Ohm",.3,"ATV-TRF-0018","SIP1244Q-1","Open Test","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","Isolation Test - R_VCC1_COM1","Replace T100"
1,0,9,"090","040","ICT - Galvanic Isolation VCC2 - COM2","R_VCC2_COM2","GELE",200000,1000000,50000000000,"Ohm",.3,"ATV-TRF-0018","SIP1244Q-1","Open Test","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","Isolation Test - R_VCC2_COM2","Replace T200"
1,0,9,"090","050","ICT - Galvanic Isolation GND - VISO1","R_GND_VISO1","GELE",200000,1000000,50000000000,"Ohm",.3,"ATV-TRF-0018","SIP1244Q-1","Open Test","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","Isolation Test - R_GND_VISO1","Replace T100"
1,0,9,"090","060","ICT - Galvanic Isolation GND - VISO2","R_GND_VISO2","GELE",200000,1000000,50000000000,"Ohm",.3,"ATV-TRF-0018","SIP1244Q-1","Open Test","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","Isolation Test - R_GND_VISO2","Replace T200"
1,0,9,"090","070","ICT - Galvanic Isolation GND - COM1","R_GND_COM1","GELE",200000,1000000,50000000000,"Ohm",.3,"ATV-TRF-0018","SIP1244Q-1","Open Test","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","Isolation Test - R_GND_COM1","Replace T100"
1,0,9,"090","080","ICT - Galvanic Isolation GND - COM2","R_GND_COM2","GELE",200000,1000000,50000000000,"Ohm",.3,"ATV-TRF-0018","SIP1244Q-1","Open Test","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","Isolation Test - R_GND_COM2","Replace T200"
1,0,10,"100","010","BASICS - Current Consumption IVCC1 @  IDLE OFF / No CGE Load","FCT_100_010","GELE",48,60,72,"mA",.2,"NA","2SP0215F2Q0","Current Measurement","TP311","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || IVCC1","Wrong Current Consumtion IVCC1 @ Idle Off"
1,0,10,"100","020","BASICS - Voltage Level VCC1 - GND @ IDLE OFF / No CGE Load","FCT_100_020","GELE",4.85,5,5.15,"V",.03,"NA","2SP0215F2Q0","Voltage Measurement","TP311","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || VCC1 - GND","Wrong Voltage Level VCC1-GND @ Idle Off"
1,0,10,"100","030","BASICS - Voltage Level SO1 - GND @ IDLE OFF / No CGE Load","FCT_100_030","GELE",4.704,4.9,5.096,"V",.04,"NA","2SP0215F2Q0","Voltage Measurement","TP325","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || SO1 -t GND","Wrong Voltage Level SO1-GND @ Idle Off"
1,0,10,"100","040","BASICS - Voltage Level BOUT1 - GND @ IDLE OFF / No CGE Load","FCT_100_040","GELE",2.775,3.7,4.625,"V",.25,"NA","2SP0215F2Q0","Voltage Measurement","TP326","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || BOUT1 - GND","Wrong Voltage Level BOUTT1-GND @ Idle Off"
1,0,10,"100","050","BASICS - Voltage Level IN1+ - GND @ IDLE OFF / No CGE Load","FCT_100_050","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP317","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || IN1+ - GND","Wrong Voltage Level IN1+-GND @ Idle Off"
1,0,10,"100","060","BASICS - Voltage Level IN1- -GND @ IDLE OFF / No CGE Load","FCT_100_060","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP318","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || IN1- - GND","Wrong Voltage Level IN1--GND @ Idle Off"
1,0,10,"100","070","BASICS - Voltage Level ASC_AD_EN1 - GND @ IDLE OFF / No CGE Load","FCT_100_070","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP319","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || ASC_AD_EN1 - GND","Wrong Voltage Level ASC_AD_EN1-GND @ Idle Off"
1,0,10,"100","080","BASICS - Voltage Level ASC_AD1 - GND @ IDLE OFF / No CGE Load","FCT_100_080","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP320","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || ASC_AD1 - GND","Wrong Voltage Level ASC_AD1-GND @ Idle Off"
1,0,10,"100","090","BASICS - Voltage Level VISO1 - COM1 @ IDLE OFF / No CGE Load","FCT_100_090","GELE",21.15,22.5,23.85,"V",.06,"NA","2SP0215F2Q0","Voltage Measurement","TP104","TP124","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || VISO1 - COM1","Wrong Voltage Level VISO1-COM1 @ Idle Off"
1,0,10,"100","100","BASICS - Voltage Level VISO1 - VEE1 @ IDLE OFF / No CGE Load","FCT_100_100","GELE",14.136,15.2,16.264,"V",.07,"NA","2SP0215F2Q0","Voltage Measurement","TP124","TP121","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || VISO1 - VEE1","Wrong Voltage Level VISO1-VEE1 @ Idle Off"
1,0,10,"100","110","BASICS - Voltage Level VEE1 - COM1 @ IDLE OFF / No CGE Load","FCT_100_110","GELE",5.6,7,8.4,"V",.2,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || VEE1 - COM1","Wrong Voltage Level VEE1-COM1 @ Idle Off"
1,0,10,"100","120","BASICS - Voltage Level G1 - VEE1 @ IDLE OFF / No CGE Load","FCT_100_120","GELE",-8.4,-7,-5.6,"V",-.2,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || G1 - VEE1","Wrong Voltage Level G1-VEE1 @ Idle Off"
1,0,10,"100","130","BASICS - Voltage Level AMC1 - COM1 @ IDLE OFF / No CGE Load","FCT_100_130","GELE",4.6,5,5.4,"V",.08,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || AMC1 - COM1","Wrong Voltage Level AMC1-COM1 @ Idle Off"
1,0,10,"100","140","BASICS - Voltage Level Q100_G - COM1 @ IDLE OFF / No CGE Load","FCT_100_140","GELE",4.6,5,5.4,"V",.08,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || Q100_G - COM1","Wrong Voltage Level Q100_G-COM1 @ Idle Off"
1,0,10,"100","150","BASICS - Voltage Level AUX_H1 - COM1 @ IDLE OFF / No CGE Load","FCT_100_150","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || AUX_H1- COM1","Wrong Voltage Level AUX_H1-COM1 @ Idle Off"
1,0,10,"100","160","BASICS - Voltage Level VISO1 - GH_AUX1 @ IDLE OFF / No CGE Load","FCT_100_160","GELE",21.15,22.5,23.85,"V",.06,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || VISO1- GH_AUX1","Wrong Voltage Level VISO1-GH_AUX1 @ Idle Off"
1,0,10,"100","170","BASICS - Voltage Level GH1 - COM1 @ IDLE OFF / No CGE Load","FCT_100_170","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || GH1 - COM1","Wrong Voltage Level GH1-COM1 @ Idle Off"
1,0,10,"100","180","BASICS - Voltage Level GL1 - COM1 @ IDLE OFF / No CGE Load","FCT_100_180","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || GL1 - COM1","Wrong Voltage Level GL1-COM1 @ Idle Off"
1,0,10,"100","190","BASICS - Voltage Level VGXX1 - COM1 @ IDLE OFF / No CGE Load","FCT_100_190","GELE",13.254,14.1,14.946,"V",.06,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || VGXX1 - COM1","Wrong Voltage Level VGXX1-COM1 @ Idle Off"
1,0,10,"100","200","BASICS - B_OUT1[14..20] @ IDLE OFF / No CGE Load","FCT_100_200","EQ",127,127,127,"INT",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || B_OUT1 ","Wrong Voltage Level VGXX1-COM1 @ Idle ON"
1,0,10,"100","201","BASICS - B_OUT1[22..28] @ IDLE OFF / No CGE Load","FCT_100_201","EQ",0,0,0,"INT",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || B_OUT1 ","Wrong Voltage Level VGXX1-COM1 @ Idle ON"
1,0,10,"100","210","BASICS - Current Consumption IVCC2 @  IDLE OFF / No CGE Load","FCT_100_210","GELE",51.2,64,76.8,"mA",.2,"NA","2SP0215F2Q0","Current Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || IVCC2","Wrong Current Consumtion IVCC2 @ Idle Off"
1,0,10,"100","220","BASICS - Voltage Level VCC2 - GND @ IDLE OFF / No CGE Load","FCT_100_220","GELE",4.9,5,5.1,"V",.02,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || VCC2 - GND","Wrong Voltage Level VCC2-GND @ Idle Off"
1,0,10,"100","230","BASICS - Voltage Level SO2 - GND @ IDLE OFF / No CGE Load","FCT_100_230","GELE",4.753,4.9,5.047,"V",.03,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || SO2 - GND","Wrong Voltage Level SO2-GND @ Idle Off"
1,0,10,"100","240","BASICS - Voltage Level BOUT2 - GND @ IDLE OFF / No CGE Load","FCT_100_240","GELE",3.06,3.6,4.14,"V",.15,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || BOUT2 - GND","Wrong Voltage Level BOUTT2-GND @ Idle Off"
1,0,10,"100","250","BASICS - Voltage Level IN2+ - GND @ IDLE OFF / No CGE Load","FCT_100_250","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || IN2+ - GND","Wrong Voltage Level IN2+-GND @ Idle Off"
1,0,10,"100","260","BASICS - Voltage Level IN2- -GND @ IDLE OFF / No CGE Load","FCT_100_260","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || IN2- - GND","Wrong Voltage Level IN2--GND @ Idle Off"
1,0,10,"100","270","BASICS - Voltage Level ASC_AD_EN2 - GND @ IDLE OFF / No CGE Load","FCT_100_270","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || ASC_AD_EN2 - GND","Wrong Voltage Level ASC_AD_EN2-GND @ Idle Off"
1,0,10,"100","280","BASICS - Voltage Level ASC_AD2 - GND @ IDLE OFF / No CGE Load","FCT_100_280","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || ASC_AD2 - GND","Wrong Voltage Level ASC_AD2-GND @ Idle Off"
1,0,10,"100","290","BASICS - Voltage Level VISO2 - COM2 @ IDLE OFF / No CGE Load","FCT_100_290","GELE",21.15,22.5,23.85,"V",.06,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || VISO2 - COM2","Wrong Voltage Level VISO2-COM2 @ Idle Off"
1,0,10,"100","300","BASICS - Voltage Level VISO2 - VEE2 @ IDLE OFF / No CGE Load","FCT_100_300","GELE",13.892,15.1,16.308,"V",.08,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || VISO2 - VEE2","Wrong Voltage Level VISO2-VEE2 @ Idle Off"
1,0,10,"100","310","BASICS - Voltage Level VEE2 - COM2 @ IDLE OFF / No CGE Load","FCT_100_310","GELE",5.986,7.3,8.614,"V",.18,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || VEE2 - COM2","Wrong Voltage Level VEE2-COM2 @ Idle Off"
1,0,10,"100","320","BASICS - Voltage Level G2 - VEE2 @ IDLE OFF / No CGE Load","FCT_100_320","GELE",-8.614,-7.3,-5.986,"V",-.18,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || G2 - VEE2","Wrong Voltage Level G2-VEE2 @ Idle Off"
1,0,10,"100","330","BASICS - Voltage Level AMC2 - COM2 @ IDLE OFF / No CGE Load","FCT_100_330","GELE",4.743,5.1,5.457,"V",.07,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || AMC2 - COM2","Wrong Voltage Level AMC2-COM2 @ Idle Off"
1,0,10,"100","340","BASICS - Voltage Level Q200_G - COM2 @ IDLE OFF / No CGE Load","FCT_100_340","GELE",4.743,5.1,5.457,"V",.07,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || Q200_G - COM2","Wrong Voltage Level Q200_G-COM2 @ Idle Off"
1,0,10,"100","350","BASICS - Voltage Level AUX_H2 - COM2 @ IDLE OFF / No CGE Load","FCT_100_350","GELE",-.1,0,.1,"V",.03,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || AUX_H2- COM2","Wrong Voltage Level AUX_H2-COM2 @ Idle Off"
1,0,10,"100","360","BASICS - Voltage Level VISO2 - GH_AUX2 @ IDLE OFF / No CGE Load","FCT_100_360","GELE",20.925,22.5,24.075,"V",.07,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || VISO2- GH_AUX2","Wrong Voltage Level VISO2-GH_AUX2 @ Idle Off"
1,0,10,"100","370","BASICS - Voltage Level GH2 - COM2 @ IDLE OFF / No CGE Load","FCT_100_370","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || GH2 - COM2","Wrong Voltage Level GH2-COM2 @ Idle Off"
1,0,10,"100","380","BASICS - Voltage Level GL2 - COM2 @ IDLE OFF / No CGE Load","FCT_100_380","GELE",-.1,0,.1,"V",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || GL2 - COM2","Wrong Voltage Level GL2-COM2 @ Idle Off"
1,0,10,"100","390","BASICS - Voltage Level VGXX2 - COM2 @ IDLE OFF / No CGE Load","FCT_100_390","GELE",13.064,14.2,15.336,"V",.08,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || VGXX2 - COM2","Wrong Voltage Level VGXX2-COM2 @ Idle Off"
1,0,10,"100","400","BASICS - B_OUT2[14..20] @ IDLE OFF / No CGE Load","FCT_100_400","EQ",127,127,127,"INT",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=0V / No LOAD || B_OUT1 ","Wrong Voltage Level VGXX1-COM1 @ Idle ON"
1,0,10,"100","401","BASICS - B_OUT2[22..28] @ IDLE OFF / No CGE Load","FCT_100_401","EQ",0,0,0,"INT",0,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP303","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC2=5V / ASD_AD_EN2=GND / ASC_AD2=GND / IN2-=0V / IN2+=0V / No LOAD || B_OUT12","Wrong Voltage Level VGXX1-COM1 @ Idle ON"
1,0,11,"110","010","BASICS - Current Consumption IVCC1 @  IDLE ON State / No CGE Load","FCT_110_010","GELE",48,64,80,"mA",.25,"NA","2SP0215F2Q0","Current Measurement","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=5V / No LOAD || IVCC1","Wrong Current Consumtion IVCC1 @ Idle ON"
1,0,11,"110","020","BASICS - Voltage Level VCC1 - GND @ IDLE ON State / No CGE Load","FCT_110_020","GELE",4.85,5,5.15,"V",.03,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=5V / No LOAD || VCC1 - GND","Wrong Voltage Level VCC1-GND @ Idle ON"
1,0,11,"110","030","BASICS - Voltage Level SO1 - GND @ IDLE ON State / No CGE Load","FCT_110_030","GELE",4.704,4.9,5.096,"V",.04,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=5V / No LOAD || SO1 -t GND","Wrong Voltage Level SO1-GND @ Idle ON"
1,0,11,"110","040","BASICS - Voltage Level BOUT1 - GND @ IDLE ON / No CGE Load","FCT_110_040","GELE",2.775,3.7,4.625,"V",.25,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=5V / No LOAD || BOUT1 - GND","Wrong Voltage Level BOUT1-GND @ Idle ON"
1,0,11,"110","050","BASICS - Voltage Level IN1+ - GND @ IDLE ON / No CGE Load","FCT_110_050","GELE",4.6,5,5.4,"V",.08,"NA","2SP0215F2Q0","Voltage Measurement","TP121","TP105","NA","NA",.5,100,"NA","NA","NA","NA","NA","NA","VCC1=5V / ASD_AD_EN1=GND / ASC_AD1=GND / IN1-=0V / IN1+=5V / No LOAD || IN1+ - GND","Wrong Voltage Level IN1+-GND @ Idle ON"
